Open,High,Low,Close,Volume,Adjusted,Date
2.333333015,2.363332987,2.313999891,2.357332945,17922000,2.357332945,01/02/13
2.345333099,2.363332987,2.31666708,2.318000078,11130000,2.318000078,01/03/13
2.319999933,2.319999933,2.261332989,2.293333054,10110000,2.293333054,01/04/13
2.319999933,2.319999933,2.25999999,2.289333105,6630000,2.289333105,01/07/13
2.299999952,2.299999952,2.207333088,2.245332956,19260000,2.245332956,01/08/13
2.267333031,2.279333115,2.226666927,2.24266696,10470000,2.24266696,01/09/13
2.257999897,2.266000032,2.225332975,2.235332966,13837500,2.235332966,01/10/13
2.269332886,2.269332886,2.140666962,2.194000006,23448000,2.194000006,01/11/13
2.205332994,2.225332975,2.190000057,2.217333078,13876500,2.217333078,01/14/13
2.207333088,2.283333063,2.205332994,2.25999999,24363000,2.25999999,01/15/13
2.256666899,2.282000065,2.248667002,2.273333073,20673000,2.273333073,01/16/13
2.277333021,2.323333025,2.261332989,2.292000055,21550500,2.292000055,01/17/13
2.315999985,2.318666935,2.254667044,2.301332951,53326500,2.301332951,01/18/13
2.303999901,2.369999886,2.28399992,2.345999956,28803000,2.345999956,01/22/13
2.334666967,2.415999889,2.330667019,2.400000095,23464500,2.400000095,01/23/13
2.400000095,2.514667034,2.38933301,2.46600008,29556000,2.46600008,01/24/13
2.466666937,2.50266695,2.453332901,2.465332985,19317000,2.465332985,01/25/13
2.457333088,2.580667019,2.457333088,2.535332918,29790000,2.535332918,01/28/13
2.539999962,2.562666893,2.475332975,2.529999971,21399000,2.529999971,01/29/13
2.523333073,2.533333063,2.495332956,2.501332998,14521500,2.501332998,01/30/13
2.524667025,2.524667025,2.461999893,2.500667095,13521000,2.500667095,01/31/13
2.544667006,2.56666708,2.507999897,2.553333044,16509000,2.553333044,02/01/13
2.559999943,2.561332941,2.506000042,2.516000032,16920000,2.516000032,02/04/13
2.533333063,2.57666707,2.512000084,2.542000055,19653000,2.542000055,02/05/13
2.545332909,2.625999928,2.526667118,2.611332893,28398000,2.611332893,02/06/13
2.612667084,2.645333052,2.596667051,2.631999969,17949000,2.631999969,02/07/13
2.630000114,2.666666985,2.609333038,2.615999937,17097000,2.615999937,02/08/13
2.532000065,2.609999895,2.5,2.561332941,48994500,2.561332941,02/11/13
2.563333035,2.591332912,2.486000061,2.526000023,33919500,2.526000023,02/12/13
2.553333044,2.599999905,2.536667109,2.563333035,14502000,2.563333035,02/13/13
2.575999975,2.583333015,2.547333002,2.551332951,14860500,2.551332951,02/14/13
2.56666708,2.567332983,2.463332891,2.469332933,30264000,2.469332933,02/15/13
2.490667105,2.619333029,2.487333059,2.618666887,40521000,2.618666887,02/19/13
2.619999886,2.643332958,2.563999891,2.569333076,46830000,2.569333076,02/20/13
2.432667017,2.49266696,2.302666903,2.344000101,135567000,2.344000101,02/21/13
2.381333113,2.426000118,2.373332977,2.407332897,38209500,2.407332897,02/22/13
2.410000086,2.450000048,2.289333105,2.292000055,43341000,2.292000055,02/25/13
2.297333002,2.330667019,2.253333092,2.295332909,41443500,2.295332909,02/26/13
2.29399991,2.36066699,2.293333054,2.339999914,29388000,2.339999914,02/27/13
2.392667055,2.406666994,2.29133296,2.322000027,29473500,2.322000027,02/28/13
2.333333015,2.338666916,2.283333063,2.309999943,23199000,2.309999943,03/01/13
2.318000078,2.388667107,2.313333035,2.371999979,26365500,2.371999979,03/04/13
2.400000095,2.461333036,2.385999918,2.443332911,31305000,2.443332911,03/05/13
2.467333078,2.525332928,2.464667082,2.512666941,17250000,2.512666941,03/06/13
2.515332937,2.57666707,2.45866704,2.548666954,17374500,2.548666954,03/07/13
2.537333012,2.629333019,2.490667105,2.564666986,13681500,2.564666986,03/08/13
2.591332912,2.629333019,2.57666707,2.606667042,23692500,2.606667042,03/11/13
2.593333006,2.625333071,2.589999914,2.60800004,19126500,2.60800004,03/12/13
2.599999905,2.632667065,2.587332964,2.598666906,12330000,2.598666906,03/13/13
