Date,Open,High,Low,Close,Volume,Adjusted
01/02/13,19.77928543,19.8214283,19.34392929,19.60821342,560518000,16.83711624
01/03/13,19.56714249,19.63107109,19.3214283,19.36071396,352965200,16.62458992
01/04/13,19.17749977,19.23678589,18.77964211,18.8214283,594333600,16.16152
01/07/13,18.6428566,18.90357018,18.39999962,18.71071434,484156400,16.06645775
01/08/13,18.90035629,18.99607086,18.6160717,18.76107025,458707200,16.10969734
01/09/13,18.6607132,18.75035667,18.42821312,18.46785736,407604400,15.85791588
01/10/13,18.87678528,18.88285637,18.41142845,18.69678688,601146000,16.05449486
01/11/13,18.6071434,18.76142883,18.53642845,18.58214378,350506800,15.95605373
01/14/13,17.95285606,18.125,17.80392838,17.9196434,734207600,15.38718033
01/15/13,17.79642868,17.82107162,17.26357079,17.35428619,876772400,14.90172577
01/16/13,17.66571426,18.19428635,17.5892868,18.07464218,690804800,15.52027607
01/17/13,18.22535706,18.2410717,17.92964363,17.95285606,453678400,15.41569424
01/18/13,17.80428505,17.93642807,17.72857094,17.8571434,472922800,15.3335104
01/22/13,18.02000046,18.13857079,17.73678589,18.02750015,461546400,15.47978973
01/23/13,18.17178535,18.39249992,18.02750015,18.35750008,861509600,15.76315689
01/24/13,16.4285717,16.63321495,16.0803566,16.0892868,1460852400,13.81549549
01/25/13,16.13178635,16.29392815,15.53571415,15.71000004,1208026400,13.48980999
01/28/13,15.63678646,16.1860714,15.56642914,16.06535721,785517600,13.79494953
01/29/13,16.375,16.43571472,16.14714241,16.36678505,571158000,14.05377388
01/30/13,16.3214283,16.52142906,16.2321434,16.31535721,417155200,14.00961494
01/31/13,16.32071495,16.40285683,16.24928665,16.26749992,319334400,13.96852779
02/01/13,16.39678574,16.40999985,16.01250076,16.20071411,539484400,13.91117477
02/04/13,16.21107101,16.28357124,15.78571415,15.79714298,477117200,13.56463718
02/05/13,15.85892868,16.41928673,15.79357147,16.35142899,573347600,14.0405941
02/06/13,16.30249977,16.6607132,16.1635704,16.33392906,593706400,14.02556419
02/07/13,16.5446434,16.7857132,16.21857071,16.72214317,704580800,14.44260025
02/08/13,16.9285717,17.10035706,16.7232132,16.96357155,633158400,14.65111637
02/11/13,17.0178566,17.31928635,16.9017868,17.14035606,517490400,14.80380249
02/12/13,17.12535667,17.22785759,16.70499992,16.71071434,609053200,14.43273258
02/13/13,16.6860714,16.91571426,16.54357147,16.67892838,475207600,14.40527534
02/14/13,16.59000015,16.84428596,16.57214355,16.66392899,355275200,14.39232254
02/15/13,16.74464226,16.79142952,16.42571449,16.43428612,391745200,14.19398212
02/19/13,16.46785736,16.52607155,16.20892906,16.42821312,435783600,14.18874073
02/20/13,16.34607124,16.34607124,16.02857018,16.03035736,476302400,13.84511662
02/21/13,15.92857075,16.04178619,15.81499958,15.93071365,447182400,13.75905609
02/22/13,16.0446434,16.12857056,15.94999981,16.10035706,330654800,13.9055748
02/25/13,16.20892906,16.25428581,15.80607128,15.81428623,372579200,13.65850067
02/26/13,15.85071373,16.1264286,15.63071442,16.03464317,501499600,13.84881878
02/27/13,16.01535606,16.15857124,15.73750019,15.87749958,587350400,13.71309757
02/28/13,15.85892868,15.99535656,15.76428604,15.76428604,322515200,13.61531925
03/01/13,15.6428566,15.64928627,15.3564291,15.37392902,552448400,13.2781744
03/04/13,15.27857113,15.29285717,14.96428585,15.00178623,582755600,12.95676136
03/05/13,15.0528574,15.54249954,15.02678585,15.39785671,638433600,13.29883671
03/06/13,15.51821423,15.5446434,15.15821362,15.20214272,460250000,13.12980366
03/07/13,15.16071415,15.42892933,15.03785706,15.37785721,468473600,13.28156471
03/08/13,15.35000038,15.55107117,15.30749989,15.41857147,391482000,13.31673241
03/11/13,15.34821415,15.67892933,15.18357086,15.63821411,474236000,13.50642872
03/12/13,15.55714321,15.67428589,15.27035713,15.30107117,465911600,13.21524811
03/13/13,15.30178642,15.5178566,15.19142914,15.29821396,405549200,13.21277905
03/14/13,15.45821381,15.52285671,15.37321377,15.44642925,303875600,13.34078979
03/15/13,15.64035702,15.8653574,15.61607075,15.84500027,643960800,13.68502998
03/18/13,15.76607132,16.33785629,15.75714302,16.27571487,606197200,14.05702686
03/19/13,16.4107132,16.46321487,16.0178566,16.23178673,526775200,14.01908684
03/20/13,16.3364296,16.34392929,16.05678558,16.14571381,308660800,13.94474602
03/21/13,16.07928658,16.35642815,16.07500076,16.16892815,383255600,13.96479607
03/22/13,16.23500061,16.50357056,16.18250084,16.49678612,395105200,14.24796009
03/25/13,16.59607124,16.78392982,16.49214363,16.55642891,501135600,14.29947662
03/26/13,16.62285614,16.63714218,16.44750023,16.46928596,294294000,14.22421265
03/27/13,16.3021431,16.31428528,16.09749985,16.14571381,331237200,13.94474602
03/28/13,16.06500053,16.13642883,15.77214336,15.80928612,442839600,13.65418243
04/01/13,15.78214264,15.84642887,15.27642918,15.31821442,389732000,13.23005199
04/02/13,15.27142906,15.64785671,15.22857094,15.34964275,529519200,13.25719833
