Date,Open,High,Low,Close,Volume,Adjusted
01/02/13,12.8039999,12.90499973,12.66300011,12.86550045,65420000,12.86550045
01/03/13,12.86349964,13.04399967,12.81849957,12.92399979,55018000,12.92399979
01/04/13,12.87899971,12.98999977,12.83250046,12.95750046,37484000,12.95750046
01/07/13,13.14850044,13.48649979,13.1335001,13.42300034,98200000,13.42300034
01/08/13,13.35350037,13.44900036,13.17850018,13.31900024,60214000,13.31900024
01/09/13,13.40849972,13.47500038,13.27000046,13.31750011,45312000,13.31750011
01/10/13,13.42700005,13.43700027,13.11499977,13.2670002,57268000,13.2670002
01/11/13,13.25500011,13.42150021,13.20549965,13.39700031,48266000,13.39700031
01/14/13,13.39999962,13.7130003,13.37699986,13.63650036,85500000,13.63650036
01/15/13,13.5340004,13.63650036,13.46500015,13.59500027,46538000,13.59500027
01/16/13,13.52649975,13.56200027,13.39150047,13.44649982,41312000,13.44649982
01/17/13,13.57499981,13.59850025,13.46049976,13.52400017,37692000,13.52400017
01/18/13,13.54150009,13.72500038,13.47999954,13.60599995,58840000,13.60599995
01/22/13,13.58100033,13.60499954,13.46150017,13.50949955,42754000,13.50949955
01/23/13,13.5284996,13.55449963,13.33250046,13.40550041,50178000,13.40550041
01/24/13,13.46850014,13.83250046,13.46850014,13.67300034,68340000,13.67300034
01/25/13,13.75,14.23600006,13.72000027,14.19950008,99362000,14.19950008
01/28/13,14.18900013,14.22399998,13.72000027,13.80200005,86428000,13.80200005
01/29/13,13.76749992,13.77299976,12.91749954,13.01749992,203452000,13.01749992
01/30/13,14.14999962,14.21000004,13.35550022,13.63799953,261508000,13.63799953
01/31/13,13.55200005,13.79699993,13.18500042,13.27499962,135442000,13.27499962
02/01/13,13.44649982,13.44649982,13.14000034,13.25,122300000,13.25
02/04/13,13.13899994,13.23400021,12.95349979,12.9989996,74472000,12.9989996
02/05/13,13.10000038,13.40149975,13.07299995,13.34449959,80258000,13.34449959
02/06/13,13.25800037,13.34449959,13.05550003,13.11100006,55408000,13.11100006
02/07/13,13.20499992,13.20499992,12.75549984,13.01150036,79514000,13.01150036
02/08/13,13.06999969,13.26249981,13.02750015,13.09749985,77584000,13.09749985
02/11/13,13.15999985,13.16250038,12.82999992,12.86050034,68074000,12.86050034
02/12/13,12.95950031,13.00800037,12.85000038,12.93500042,58874000,12.93500042
02/13/13,13.07649994,13.49800014,13.01500034,13.47350025,105860000,13.47350025
02/14/13,13.36849976,13.53250027,13.27000046,13.46199989,69260000,13.46199989
02/15/13,13.38150024,13.4460001,13.15550041,13.25450039,79598000,13.25450039
02/19/13,13.2954998,13.50549984,13.22500038,13.48750019,57084000,13.48750019
02/20/13,13.51000023,13.71500015,13.31849957,13.32050037,70578000,13.32050037
02/21/13,13.25599957,13.47399998,13.16250038,13.29699993,72748000,13.29699993
02/22/13,13.33100033,13.35550022,13.08049965,13.27099991,62496000,13.27099991
02/25/13,13.34700012,13.43449974,12.98250008,12.99349976,60648000,12.99349976
02/26/13,13.04450035,13.10200024,12.78649998,12.96800041,66972000,12.96800041
02/27/13,12.97000027,13.29150009,12.84300041,13.16250038,58162000,13.16250038
02/28/13,13.09049988,13.35000038,13.03149986,13.21350002,53344000,13.21350002
03/01/13,13.16349983,13.32999992,13.05200005,13.2869997,59140000,13.2869997
03/04/13,13.26799965,13.66499996,13.20699978,13.65550041,69060000,13.65550041
03/05/13,13.69999981,13.83399963,13.49950027,13.77950001,73724000,13.77950001
03/06/13,13.78800011,13.82450008,13.59150028,13.68949986,41014000,13.68949986
03/07/13,13.70499992,13.73999977,13.59249973,13.69400024,38780000,13.69400024
03/08/13,13.75,13.77200031,13.57499981,13.70950031,37596000,13.70950031
03/11/13,13.67150021,13.69950008,13.52000046,13.56200027,38098000,13.56200027
03/12/13,13.55000019,13.86999989,13.51799965,13.70650005,64924000,13.70650005
03/13/13,13.76200008,13.82499981,13.63199997,13.75500011,37684000,13.75500011
03/14/13,13.48349953,13.5,13.17650032,13.2869997,104534000,13.2869997
03/15/13,13.2489996,13.36299992,13.00249958,13.0909996,97318000,13.0909996
03/18/13,12.96500015,13.07450008,12.85599995,12.89449978,54404000,12.89449978
03/19/13,12.92000008,12.97500038,12.63099957,12.82050037,74770000,12.82050037
03/20/13,12.90250015,12.98799992,12.72749996,12.86400032,54778000,12.86400032
03/21/13,12.80550003,12.85000038,12.63399982,12.66950035,56128000,12.66950035
03/22/13,12.72749996,12.88850021,12.60350037,12.88749981,62492000,12.88749981
03/25/13,12.9289999,12.9715004,12.72500038,12.80099964,50278000,12.80099964
03/26/13,12.85249996,13.07400036,12.81400013,13.01550007,48420000,13.01550007
03/27/13,12.9375,13.29650021,12.89500046,13.26500034,57498000,13.26500034
03/28/13,13.29100037,13.36900043,13.20300007,13.32450008,49474000,13.32450008
04/01/13,13.34899998,13.36999989,13.05049992,13.08049965,50496000,13.08049965
04/02/13,13.11999989,13.29450035,13.02750015,13.16600037,52622000,13.16600037
04/03/13,13.10599995,13.18350029,12.88749981,12.95149994,48276000,12.95149994
04/04/13,12.96150017,13.02050018,12.80599976,12.95400047,39288000,12.95400047
04/05/13,12.78600025,12.80900002,12.68350029,12.77400017,51148000,12.77400017
04/08/13,12.79599953,12.98400021,12.78149986,12.94750023,45912000,12.94750023
04/09/13,12.94250011,13.13049984,12.85000038,13.05700016,43132000,13.05700016
04/10/13,13.08899975,13.29899979,12.9659996,13.23849964,46450000,13.23849964
04/11/13,13.23700047,13.54850006,13.23700047,13.49250031,61810000,13.49250031
04/12/13,13.50599957,13.66349983,13.35099983,13.64350033,57326000,13.64350033
